Dice,IoU,Pixel Accuracy
353.0,353.0,353.0
0.8099690018953589,0.6910011955466789,0.9755843813628718
0.23062014576949869,0.26255812110895765,0.022532231369256722
0.0,0.0,0.79974365234375
0.8120124804992199,0.6570477247502775,0.96929931640625
0.88576198425948,0.7777777777777778,0.98089599609375
0.9299449385853452,0.8564645726807889,0.9892578125
1.0,0.9682724682724683,1.0
