Dice,IoU,Pixel Accuracy
353.0,353.0,353.0
0.838631729380456,0.7656843156766022,0.979624977868272
0.22493121898415333,0.22991463169652943,0.020854377706502173
0.0,0.0,0.8458251953125
0.8393956351426972,0.7232401157184185,0.9742431640625
0.9157351676698194,0.8445678033306899,0.9854736328125
0.9518096380723855,0.9080503624570775,0.9923095703125
0.9896160347742091,0.9794455066921606,0.99981689453125
