PSNR,SSIM,MSE,NRMSE
10000.0,10000.0,10000.0,10000.0
26.048753872960766,0.9596791687078532,0.002623826185376111,0.05055135595099814
1.4928946453129797,0.015065500141838314,0.0008343277754712721,0.008270032420445503
21.208620025164493,0.8213607250191512,0.000487587191739441,0.022081376581622826
25.030261178117016,0.9536485588378765,0.002069823027250116,0.045495307749716364
25.869672816184057,0.9625492827028889,0.0025884079121844816,0.050876398371498335
26.84066785742089,0.9695415744572475,0.0031403198534315684,0.056038556760300395
33.11947711236476,0.9892432986778117,0.007570734176023352,0.0870099659580634
