Dice,IoU,Pixel Accuracy
10000.0,10000.0,10000.0
0.9986028482300333,0.997226275621296,0.9995728316326533
0.002908330589768074,0.005744301748125701,0.0008404687096250206
0.9548387096774194,0.9135802469135802,0.9834183673469388
0.9973890339425587,0.9947916666666666,0.9987244897959183
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
