Dice,IoU,Pixel Accuracy
10000.0,10000.0,10000.0
0.998145461538316,0.9963220348323153,0.9994341836734695
0.0035130268463944058,0.006915786350039667,0.0009862579671497621
0.9425287356321839,0.8913043478260869,0.9834183673469388
0.9965870307167235,0.9931972789115646,0.9987244897959183
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
